1,0,37,74,3,7,23,28,0,0,17,5,2,15,21,100,13,14,11,2,79,219,227
0,1,39,87,3,9,22,26,14,27,20,6,5,12,15,103,13,14,11,2,79,219,27
1,0,40,73,3,4,23,24,10,21,17,7,3,14,22,106,24,26,22,5,78,213,26
1,1,32,69,4,9,13,19,7,35,22,9,5,18,12,81,24,26,22,5,78,213,26
0,1,35,81,4,12,21,24,11,27,22,7,6,14,30,95,17,24,15,14,79,220,26
0,0,35,82,6,18,28,41,11,32,23,10,1,16,25,104,17,24,15,14,79,220,26
0,0,33,89,2,9,17,23,13,31,20,11,2,15,24,85,17,17,16,19,79,219,27
0,1,27,72,2,8,22,37,11,26,20,8,8,19,19,78,17,17,16,19,79,219,27
0,1,35,95,2,11,17,28,21,23,21,16,10,16,22,89,7,8,5,21,79,210,26
0,0,37,101,6,16,33,42,26,25,21,13,1,13,30,113,7,8,5,21,79,210,26
1,1,48,85,7,16,11,13,10,35,38,9,4,14,18,114,7,18,2,13,79,220,26
0,0,34,90,4,16,10,17,13,30,16,6,4,10,23,82,7,18,2,13,79,220,26
0,1,42,99,8,23,29,36,14,34,29,13,11,17,28,121,8,5,11,12,79,227,25
1,0,32,64,6,13,28,36,10,29,21,6,9,17,1,98,8,5,11,12,79,227,25
0,0,30,73,4,14,25,34,11,27,14,5,2,16,28,89,1,5,4,20,79,231,25
1,1,31,75,2,14,35,47,13,33,19,12,6,14,22,99,1,5,4,20,79,231,25
1,1,36,74,4,6,23,39,12,32,24,8,5,11,24,99,2,13,7,25,79,231,26
1,1,39,76,4,11,24,29,10,40,31,4,9,8,13,106,6,1,10,6,80,231,28
1,0,34,80,5,15,19,32,12,34,19,6,4,9,19,92,6,1,10,6,80,231,28
0,1,23,68,6,22,26,37,10,29,18,5,5,8,23,78,3,5,9,23,79,229,28
0,0,28,86,7,21,18,27,17,33,13,10,5,9,16,81,3,5,9,23,79,229,28
1,1,46,87,7,21,18,27,13,28,23,6,9,7,25,117,3,3,8,9,79,231,27
1,0,42,87,9,19,14,19,17,31,21,11,3,11,22,107,3,3,8,9,79,231,27
0,1,41,90,12,25,16,20,14,28,27,5,2,13,28,110,4,4,4,23,79,232,26
1,0,42,79,9,15,21,30,11,31,23,9,6,18,17,114,4,4,4,23,79,232,26
1,1,34,79,2,10,28,39,11,27,26,10,7,10,15,98,3,6,4,16,79,237,28
1,0,32,74,3,8,37,47,8,33,18,14,2,14,19,104,3,6,4,16,79,237,28
1,1,39,73,10,24,29,38,9,24,25,10,1,10,18,117,12,5,22,27,80,228,26
0,0,36,82,12,24,31,38,14,36,21,5,8,18,24,115,12,5,22,27,80,228,26
1,0,39,68,9,16,43,58,13,33,22,10,3,14,20,130,7,7,9,15,80,232,25
1,1,38,85,2,12,19,25,16,28,21,7,9,15,22,97,7,7,9,15,80,232,25
0,1,37,87,11,27,21,24,17,23,27,6,3,14,29,106,5,11,6,25,79,227,25
0,0,37,85,10,26,10,17,14,19,18,9,3,11,20,94,5,11,6,25,79,227,25
1,1,43,85,11,27,23,33,15,33,30,4,13,13,18,120,4,4,4,19,80,230,25
1,0,37,85,8,26,13,20,8,30,18,9,5,8,27,95,4,4,4,19,80,230,25
1,0,44,84,7,16,31,36,13,39,25,6,8,16,23,126,3,1,2,13,79,223,25
1,1,45,95,6,23,20,25,15,34,30,9,5,11,17,116,3,1,2,13,79,223,25
1,0,39,78,12,23,25,31,8,32,23,2,7,9,18,115,12,2,15,9,79,228,26
1,1,40,86,5,21,15,18,15,45,25,6,3,25,12,100,12,2,15,9,79,228,26
1,0,45,84,6,15,17,25,7,34,22,9,3,14,17,113,9,3,13,8,79,230,28
1,1,38,91,8,17,25,31,17,44,22,8,6,13,16,109,9,3,13,8,79,230,28
0,0,30,80,6,24,19,23,12,36,13,6,5,17,29,85,15,2,7,15,79,223,26
1,1,38,73,9,16,14,22,6,34,23,6,7,14,28,99,15,2,7,15,79,223,26
1,1,37,77,5,21,21,31,8,34,22,4,4,11,17,100,6,4,17,22,78,219,27
0,0,35,84,12,37,25,29,12,32,13,4,4,13,21,107,6,4,17,22,78,219,27
1,1,48,83,18,28,13,15,8,30,32,10,2,16,23,127,11,25,4,29,79,216,26
0,0,39,75,11,23,14,18,5,30,16,6,3,11,20,103,11,25,4,29,79,216,26